idea_id,run_index,project_id,block,input_tokens,output_tokens,latency_ms,retries
idea-003,0,0127ba9e-6e00-46e6-8528-ac9bce0da23c,pitch,11467,1093,12610,0
idea-003,0,0127ba9e-6e00-46e6-8528-ac9bce0da23c,scenario,10923,773,9342,0
idea-003,0,0127ba9e-6e00-46e6-8528-ac9bce0da23c,hypotheses,10406,1007,12339,0
idea-003,0,0127ba9e-6e00-46e6-8528-ac9bce0da23c,what_if,7579,2956,31032,0
idea-003,0,0127ba9e-6e00-46e6-8528-ac9bce0da23c,architecture,7230,357,5767,0
idea-003,0,0127ba9e-6e00-46e6-8528-ac9bce0da23c,canvas,3665,2594,25407,0
idea-003,0,0127ba9e-6e00-46e6-8528-ac9bce0da23c,models_options,2570,1233,13264,0
idea-003,0,0127ba9e-6e00-46e6-8528-ac9bce0da23c,empathy_map,688,1291,14400,0
idea-031,0,63e3b553-c702-4420-85f0-2995b0bccf84,pitch,10661,1011,12145,0
idea-031,0,63e3b553-c702-4420-85f0-2995b0bccf84,scenario,10205,588,8127,0
idea-031,0,63e3b553-c702-4420-85f0-2995b0bccf84,hypotheses,9803,791,14649,0
idea-031,0,63e3b553-c702-4420-85f0-2995b0bccf84,what_if,7152,2841,30269,0
idea-031,0,63e3b553-c702-4420-85f0-2995b0bccf84,architecture,6819,493,6644,0
idea-031,0,63e3b553-c702-4420-85f0-2995b0bccf84,canvas,3449,2216,20884,0
idea-031,0,63e3b553-c702-4420-85f0-2995b0bccf84,models_options,2391,1194,13209,0
idea-031,0,63e3b553-c702-4420-85f0-2995b0bccf84,empathy_map,557,1210,13935,0
idea-026,0,b267b8ca-03e6-4ed1-9035-141668704bc9,pitch,11371,973,11250,0
idea-026,0,b267b8ca-03e6-4ed1-9035-141668704bc9,scenario,10803,736,9875,0
idea-026,0,b267b8ca-03e6-4ed1-9035-141668704bc9,hypotheses,10350,864,11374,0
idea-026,0,b267b8ca-03e6-4ed1-9035-141668704bc9,what_if,7587,2896,30288,0
idea-026,0,b267b8ca-03e6-4ed1-9035-141668704bc9,architecture,7217,624,8358,0
idea-026,0,b267b8ca-03e6-4ed1-9035-141668704bc9,canvas,3493,2737,25445,0
idea-026,0,b267b8ca-03e6-4ed1-9035-141668704bc9,models_options,2410,1217,14722,0
idea-026,0,b267b8ca-03e6-4ed1-9035-141668704bc9,empathy_map,588,1200,13275,0
idea-001,0,2b412b76-0377-4026-9d7b-79cfd25c02ac,pitch,10809,1054,12423,0
idea-001,0,2b412b76-0377-4026-9d7b-79cfd25c02ac,scenario,10311,591,8460,0
